Users,data,tweet
@AFP,2020-04-08 09:53:38+00:00,"#BREAKING Spain records 757 coronavirus deaths, second successive rise in daily toll "
@AFP,2020-04-08 09:40:00+00:00,"VIDEO: Thousands of self-employed people across Germany without work from one day to the next as the government ordered events cancelled and gatherings banned to stem the spread of the novel coronavirus, are now entitled to immediate help "
@AFP,2020-04-08 09:33:37+00:00,#BREAKING Afghan govt to release 100 Taliban prisoners: official 
@AFP,2020-04-08 09:25:39+00:00,#BREAKING Germany still rules out pooling EU debt after crisis talks 
@AFP,2020-04-08 09:24:36+00:00,RT @AFP_Sport: England's World Cup star Ben Stokes ends Virat Kohli's three-year reign as Wisden's leading cricketer in the world  
@AFP,2020-04-08 09:20:00+00:00,"VIDEO: A 3D printer manufacturer in Pristina is harnessing its equipment to develop a ventilator to help coronavirus patients. With more than half of the parts made by 3D printers, the model aims to automate the operation of BVM (bag valve mask) in a cheap and controllable way "
@AFP,2020-04-08 09:10:00+00:00,"A Bangladesh military captain arrested after nearly 25 years on the run over the assassination of the country's founding leader will be executed, officials say "
@AFP,2020-04-08 09:00:00+00:00,VIDEO: The zoos in Medellin and Cali are running into financial hardship due to loss of revenue from the coronavirus shutdown 
@AFP,2020-04-08 08:50:49+00:00,RT @AFPgraphics: The quest for COVID-19 drugs: a summary of the main strategies under investigation @AFP 
@AFP,2020-04-08 08:50:00+00:00,Iran's President Hassan Rouhani has appealed to the International Monetary Fund to approve a $5 billion emergency loan request to combat its novel coronavirus outbreak 
@AFP,2020-04-08 08:40:00+00:00,VIDEO: Officials in the eastern Ukrainian city of Dnipro have divided public opinion by preparing more than 600 graves for coronavirus victims ahead of anticipated deaths 
@AFP,2020-04-08 08:26:10+00:00,"Prime Minister Boris Johnson began a third day in intensive care on Wednesday battling the coronavirus, which has struck at the heart of the British government, infected more than 55,000 people across the country and killed nearly 6,200 "
