Date,Open,High,Low,Close,Adj Close,Volume,% Evol
2018-11-01,64.87999725341797,65.38999938964844,63.11000061035156,63.689998626708984,63.689998626708984,790286,0.0
2018-11-02,63.5,63.95000076293945,62.630001068115234,63.13999938964844,63.13999938964844,708906,-0.8710789394634001
2018-11-05,62.9900016784668,64.13999938964844,62.52000045776367,63.099998474121094,63.099998474121094,609129,-0.06339289460323701
2018-11-06,62.70000076293945,63.31999969482422,61.310001373291016,62.209999084472656,62.209999084472656,761240,-1.430637201006771
2018-11-07,61.7400016784668,63.18000030517578,61.20000076293945,61.66999816894531,61.66999816894531,866628,-0.8756298549709831
2018-11-08,61.63999938964844,62.41999816894531,60.400001525878906,60.66999816894531,60.66999816894531,764546,-1.6482611343012408
2018-11-09,60.75,60.790000915527344,59.2599983215332,60.189998626708984,60.189998626708984,821729,-0.7974739212293833
2018-11-12,60.70000076293945,61.279998779296875,58.68000030517578,59.93000030517578,59.93000030517578,806219,-0.43383667647128094
2018-11-13,58.880001068115234,59.349998474121094,54.75,55.689998626708984,55.689998626708984,1095643,-7.61357834983549
2018-11-14,55.27000045776367,57.369998931884766,55.130001068115234,56.25,56.25,844696,0.9955579969618055
2018-11-15,56.02000045776367,57.2599983215332,55.59000015258789,56.459999084472656,56.459999084472656,256499,0.37194312411954883
2018-11-16,56.58000183105469,57.959999084472656,55.88999938964844,56.459999084472656,56.459999084472656,159001,0.0
2018-11-19,56.720001220703125,57.33000183105469,55.08000183105469,56.7599983215332,56.7599983215332,699684,0.528539897695408
2018-11-20,57.38999938964844,57.439998626708984,52.77000045776367,53.43000030517578,53.43000030517578,983120,-6.2324499295105635
2018-11-21,53.38999938964844,55.86000061035156,53.38999938964844,54.630001068115234,54.630001068115234,734277,2.196596630930386
2018-11-26,50.619998931884766,52.25,50.099998474121094,51.630001068115234,51.630001068115234,663108,-5.810575126740968
2018-11-27,51.540000915527344,52.380001068115234,50.29999923706055,51.560001373291016,51.560001373291016,764010,-0.13576356276142348
2018-11-28,52.09000015258789,52.560001373291016,50.060001373291016,50.290000915527344,50.290000915527344,831688,-2.52535381714728
2018-11-29,50.310001373291016,52.20000076293945,49.40999984741211,51.45000076293945,51.45000076293945,812721,2.2546158021589036
2018-11-30,51.27000045776367,51.790000915527344,49.650001525878906,50.93000030517578,50.93000030517578,796714,-1.021010121044171
2018-12-03,52.45000076293945,53.849998474121094,52.029998779296875,52.95000076293945,52.95000076293945,758010,3.8149205451522907
2018-12-04,53.130001068115234,54.54999923706055,52.43000030517578,53.25,53.25,738130,0.5633788489399941
2018-12-06,52.93000030517578,53.29999923706055,50.08000183105469,51.4900016784668,51.4900016784668,987266,-3.4181360733364223
2018-12-07,51.7599983215332,54.220001220703125,50.599998474121094,52.61000061035156,52.61000061035156,987717,2.128870782914217
2018-12-10,52.029998779296875,52.810001373291016,50.529998779296875,51.0,51.0,733225,-3.156863941865809
2018-12-11,50.88999938964844,52.43000030517578,50.70000076293945,51.650001525878906,51.650001525878906,665262,1.2584733914349007
2018-12-12,51.95000076293945,52.880001068115234,50.939998626708984,51.150001525878906,51.150001525878906,730810,-0.9775170773886082
2018-12-13,51.20000076293945,53.27000045776367,50.349998474121094,52.58000183105469,52.58000183105469,733627,2.7196657576592123
2018-12-14,52.83000183105469,52.95000076293945,50.84000015258789,51.20000076293945,51.20000076293945,526839,-2.695314545999251
2018-12-17,51.25,51.869998931884766,49.0099983215332,49.880001068115234,49.880001068115234,211257,-2.646350574495078
2018-12-18,49.15999984741211,49.59000015258789,45.790000915527344,46.2400016784668,46.2400016784668,120101,-7.871970712629807
2018-12-19,45.93000030517578,48.0,45.93000030517578,47.20000076293945,47.20000076293945,817721,2.033896332532328
2018-12-20,47.38999938964844,47.5099983215332,45.66999816894531,45.880001068115234,45.880001068115234,794130,-2.877069886865294
2018-12-21,46.25,46.77000045776367,45.130001068115234,45.59000015258789,45.59000015258789,694003,-0.6361064149083624
2018-12-26,42.849998474121094,47.0,42.52000045776367,46.220001220703125,46.220001220703125,698408,1.3630485752411463
2018-12-27,46.58000183105469,46.70000076293945,44.369998931884766,44.61000061035156,44.61000061035156,665590,-3.609057584226907
2018-12-28,45.439998626708984,46.220001220703125,44.41999816894531,45.33000183105469,45.33000183105469,564385,1.5883547134777884
2018-12-31,45.220001220703125,46.529998779296875,44.72999954223633,45.40999984741211,45.40999984741211,476970,0.17616828149357705
2019-01-02,45.79999923706055,47.779998779296875,44.349998474121094,46.540000915527344,46.540000915527344,850480,2.428021155749972
2019-01-03,46.2599983215332,47.4900016784668,45.349998474121094,47.09000015258789,47.09000015258789,788718,1.167974591799446
2019-01-04,46.900001525878906,49.220001220703125,46.650001525878906,47.959999084472656,47.959999084472656,817277,1.8140094839293548
2019-01-07,48.29999923706055,49.790000915527344,48.11000061035156,48.52000045776367,48.52000045776367,819939,1.154166051128736
2019-01-08,48.72999954223633,49.95000076293945,48.310001373291016,49.779998779296875,49.779998779296875,765981,2.5311336931113524
2019-01-09,49.79999923706055,52.58000183105469,49.709999084472656,52.36000061035156,52.36000061035156,891922,4.927428955271291
2019-01-10,52.18000030517578,52.779998779296875,51.369998931884766,52.59000015258789,52.59000015258789,821782,0.43734463123976647
2019-01-11,52.279998779296875,53.310001373291016,51.18000030517578,51.59000015258789,51.59000015258789,812339,-1.938360141582278
2019-01-14,51.72999954223633,52.11000061035156,50.380001068115234,50.5099983215332,50.5099983215332,791527,-2.1381941535212166
2019-01-15,50.779998779296875,52.29999923706055,50.63999938964844,52.11000061035156,52.11000061035156,664183,3.0704322972134483
2019-01-16,52.0,52.52000045776367,51.2599983215332,52.310001373291016,52.310001373291016,694182,0.3823375218674179
2019-01-17,52.29999923706055,52.58000183105469,50.97999954223633,52.06999969482422,52.06999969482422,288560,-0.4609212211895848
2019-01-18,52.22999954223633,53.91999816894531,52.09000015258789,53.79999923706055,53.79999923706055,193099,3.215612577638485
2019-01-22,53.72999954223633,54.2400016784668,51.79999923706055,52.56999969482422,52.56999969482422,951158,-2.339736635679356
2019-01-23,52.95000076293945,53.63999938964844,51.86000061035156,52.619998931884766,52.619998931884766,702866,0.09501945662383916
2019-01-24,52.45000076293945,53.470001220703125,52.06999969482422,53.130001068115234,53.130001068115234,714415,0.9599136570251925
2019-01-25,53.16999816894531,53.939998626708984,52.90999984741211,53.689998626708984,53.689998626708984,593385,1.043020251289725
2019-01-28,53.560001373291016,53.63999938964844,51.33000183105469,51.9900016784668,51.9900016784668,650667,-3.2698536129232165
2019-01-29,52.119998931884766,53.93000030517578,51.84000015258789,53.310001373291016,53.310001373291016,660527,2.476082650197708
2019-01-30,53.2400016784668,54.93000030517578,53.09000015258789,54.22999954223633,54.22999954223633,731312,1.6964746020858508
2019-01-31,54.279998779296875,55.369998931884766,53.619998931884766,53.790000915527344,53.790000915527344,718650,-0.8179933430377981
2019-02-01,54.0099983215332,55.65999984741211,53.369998931884766,55.2599983215332,55.2599983215332,689566,2.660147395323109
2019-02-04,55.31999969482422,55.75,53.290000915527344,54.560001373291016,54.560001373291016,622472,-1.282985576655172
2019-02-05,54.86000061035156,55.209999084472656,53.470001220703125,53.65999984741211,53.65999984741211,609756,-1.6772298330938424
2019-02-06,53.72999954223633,54.29999923706055,52.86000061035156,54.0099983215332,54.0099983215332,606720,0.648025337896656
2019-02-07,53.939998626708984,54.209999084472656,51.79999923706055,52.63999938964844,52.63999938964844,749010,-2.6025815877083263
2019-02-08,52.59000015258789,52.9900016784668,52.08000183105469,52.720001220703125,52.720001220703125,621003,0.15174853794060764
2019-02-11,52.65999984741211,52.779998779296875,51.22999954223633,52.40999984741211,52.40999984741211,750242,-0.5914927956374012
2019-02-12,52.470001220703125,54.04999923706055,52.290000915527344,53.099998474121094,53.099998474121094,708312,1.299432479353579
2019-02-13,53.349998474121094,54.599998474121094,53.27000045776367,53.900001525878906,53.900001525878906,706552,1.4842356755290786
2019-02-14,53.959999084472656,54.68000030517578,53.08000183105469,54.40999984741211,54.40999984741211,623546,0.9373246148933044
2019-02-15,54.47999954223633,55.869998931884766,54.2400016784668,55.59000015258789,55.59000015258789,276907,2.1226844791092314
2019-02-19,55.779998779296875,56.33000183105469,55.290000915527344,56.09000015258789,56.09000015258789,153728,0.891424493920118
2019-02-20,55.939998626708984,57.54999923706055,55.47999954223633,56.91999816894531,56.91999816894531,685111,1.4581834909654938
2019-02-21,57.2400016784668,57.61000061035156,56.63999938964844,56.959999084472656,56.959999084472656,546202,0.07022632754614638
2019-02-22,56.84000015258789,57.810001373291016,56.709999084472656,57.2599983215332,57.2599983215332,513439,0.5239246347440585
2019-02-25,57.16999816894531,57.529998779296875,55.08000183105469,55.47999954223633,55.47999954223633,723012,-3.2083612004030044
2019-02-26,55.459999084472656,56.08000183105469,55.02000045776367,55.5,55.5,538919,0.03603686083544482
2019-02-27,55.95000076293945,57.38999938964844,55.720001220703125,56.939998626708984,56.939998626708984,577227,2.528975520616751
2019-02-28,57.0,57.43000030517578,56.43000030517578,57.220001220703125,57.220001220703125,496678,0.489343914751318
2019-03-01,57.220001220703125,57.880001068115234,55.56999969482422,55.79999923706055,55.79999923706055,684186,-2.54480645709303
2019-03-04,55.83000183105469,57.0,55.810001373291016,56.59000015258789,56.59000015258789,549396,1.3960079756091264
2019-03-05,56.45000076293945,57.189998626708984,56.09000015258789,56.560001373291016,56.560001373291016,538399,-0.053038858855192925
2019-03-06,56.279998779296875,56.400001525878906,55.41999816894531,56.220001220703125,56.220001220703125,637677,-0.6047672451182461
2019-03-07,56.20000076293945,56.9900016784668,56.08000183105469,56.65999984741211,56.65999984741211,628824,0.7765595268159551
2019-03-08,56.43000030517578,56.5099983215332,54.52000045776367,56.06999969482422,56.06999969482422,747358,-1.0522563863012704
